"BehaviorSpace results (NetLogo 6.4.0)","Table version 2.0"
"collective-action-imitation.nlogo"
"General Analysis CA Baseline"
"07/17/2025 13:59:54:765 +0100"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","initial-resisted","corruption?","coercion-level","initial-enrolled","corruption-penalty","media-shock-freq","trust-erosion","force-enrollment?","appeals-process?","media-shock?","[step]","total-enrolled","total-resisted","total-undecided","enrolled-urban","enrolled-rural","resisted-urban","resisted-rural","avg-trust","avg-digital-literacy","avg-rural-literacy"
"5","100","true","0","300","1","91","51","true","true","true","51","300","336","364","156","144","72","264","0.4629797999063428","0.3215686274509804","0.11041666666666666"
"2","100","true","0","300","1","91","51","true","true","true","25","300","347","353","150","150","60","287","0.4373307577759503","0.2950980392156863","0.09514563106796116"
"5","100","true","0","300","1","91","51","true","true","true","52","300","336","364","156","144","72","264","0.4573621528475189","0.3215686274509804","0.11041666666666666"
"4","100","true","0","300","1","91","51","true","true","true","59","300","367","333","168","132","64","303","0.4406919395654396","0.31176470588235294","0.11242603550295859"
"2","100","true","0","300","1","91","51","true","true","true","26","300","347","353","150","150","60","287","0.43733075777595","0.2950980392156863","0.09514563106796116"
"5","100","true","0","300","1","91","51","true","true","true","53","300","336","364","156","144","72","264","0.45736215284751863","0.3215686274509804","0.11041666666666666"
"4","100","true","0","300","1","91","51","true","true","true","60","300","367","333","168","132","64","303","0.44069193956544","0.31176470588235294","0.11242603550295859"
"3","100","true","0","300","1","91","51","true","true","true","47","300","338","362","161","139","71","267","0.46770046082111877","0.3156862745098039","0.10759493670886076"
"2","100","true","0","300","1","91","51","true","true","true","27","300","347","353","150","150","60","287","0.43733075777595065","0.2950980392156863","0.09514563106796116"
"5","100","true","0","300","1","91","51","true","true","true","54","300","336","364","156","144","72","264","0.45736215284751924","0.3215686274509804","0.11041666666666666"
"4","100","true","0","300","1","91","51","true","true","true","61","300","367","333","168","132","64","303","0.4406919395654397","0.31176470588235294","0.11242603550295859"
"5","100","true","0","300","1","91","51","true","true","true","55","300","336","364","156","144","72","264","0.45736215284751924","0.3215686274509804","0.11041666666666666"
"3","100","true","0","300","1","91","51","true","true","true","48","300","338","362","161","139","71","267","0.4677004608211187","0.3156862745098039","0.10759493670886076"
"2","100","true","0","300","1","91","51","true","true","true","28","300","347","353","150","150","60","287","0.4373307577759506","0.2950980392156863","0.09514563106796116"
"5","100","true","0","300","1","91","51","true","true","true","56","300","336","364","156","144","72","264","0.4573621528475193","0.3215686274509804","0.11041666666666666"
"3","100","true","0","300","1","91","51","true","true","true","49","300","338","362","161","139","71","267","0.46770046082111855","0.3156862745098039","0.10759493670886076"
"4","100","true","0","300","1","91","51","true","true","true","62","300","367","333","168","132","64","303","0.44069193956543967","0.31176470588235294","0.11242603550295859"
"2","100","true","0","300","1","91","51","true","true","true","29","300","347","353","150","150","60","287","0.4373307577759503","0.2950980392156863","0.09514563106796116"
"1","100","true","0","300","1","91","51","true","true","true","2","300","344","356","145","155","69","275","0.4509505425565057","0.30490196078431375","0.108"
"3","100","true","0","300","1","91","51","true","true","true","50","300","338","362","161","139","71","267","0.4677004608211182","0.3156862745098039","0.10759493670886076"
"5","100","true","0","300","1","91","51","true","true","true","57","300","336","364","156","144","72","264","0.457362152847519","0.3215686274509804","0.11041666666666666"
"4","100","true","0","300","1","91","51","true","true","true","63","300","367","333","168","132","64","303","0.4406919395654397","0.31176470588235294","0.11242603550295859"
"2","100","true","0","300","1","91","51","true","true","true","30","300","347","353","150","150","60","287","0.4373307577759503","0.2950980392156863","0.09514563106796116"
"4","100","true","0","300","1","91","51","true","true","true","64","300","367","333","168","132","64","303","0.4406919395654394","0.31176470588235294","0.11242603550295859"
"3","100","true","0","300","1","91","51","true","true","true","51","300","338","362","161","139","71","267","0.4677004608211185","0.3156862745098039","0.10759493670886076"
"5","100","true","0","300","1","91","51","true","true","true","58","300","336","364","156","144","72","264","0.45736215284751913","0.3215686274509804","0.11041666666666666"
"5","100","true","0","300","1","91","51","true","true","true","59","300","336","364","156","144","72","264","0.4573621528475196","0.3215686274509804","0.11041666666666666"
"4","100","true","0","300","1","91","51","true","true","true","65","300","367","333","168","132","64","303","0.44069193956543967","0.31176470588235294","0.11242603550295859"
"1","100","true","0","300","1","91","51","true","true","true","3","300","344","356","145","155","69","275","0.45095054255650563","0.30490196078431375","0.108"
"4","100","true","0","300","1","91","51","true","true","true","66","300","367","333","168","132","64","303","0.4406919395654401","0.31176470588235294","0.11242603550295859"
"3","100","true","0","300","1","91","51","true","true","true","52","300","338","362","161","139","71","267","0.46204359807602097","0.3156862745098039","0.10759493670886076"
"5","100","true","0","300","1","91","51","true","true","true","60","300","336","364","156","144","72","264","0.45736215284751924","0.3215686274509804","0.11041666666666666"
"4","100","true","0","300","1","91","51","true","true","true","67","300","367","333","168","132","64","303","0.4406919395654399","0.31176470588235294","0.11242603550295859"
"5","100","true","0","300","1","91","51","true","true","true","61","300","336","364","156","144","72","264","0.45736215284751897","0.3215686274509804","0.11041666666666666"
"3","100","true","0","300","1","91","51","true","true","true","53","300","338","362","161","139","71","267","0.4620435980760212","0.3156862745098039","0.10759493670886076"
"4","100","true","0","300","1","91","51","true","true","true","68","300","367","333","168","132","64","303","0.44069193956543995","0.31176470588235294","0.11242603550295859"
"5","100","true","0","300","1","91","51","true","true","true","62","300","336","364","156","144","72","264","0.457362152847519","0.3215686274509804","0.11041666666666666"
"3","100","true","0","300","1","91","51","true","true","true","54","300","338","362","161","139","71","267","0.46204359807602113","0.3156862745098039","0.10759493670886076"
"4","100","true","0","300","1","91","51","true","true","true","69","300","367","333","168","132","64","303","0.44069193956543956","0.31176470588235294","0.11242603550295859"
"2","100","true","0","300","1","91","51","true","true","true","31","300","347","353","150","150","60","287","0.43733075777595026","0.2950980392156863","0.09514563106796116"
"3","100","true","0","300","1","91","51","true","true","true","55","300","338","362","161","139","71","267","0.462043598076021","0.3156862745098039","0.10759493670886076"
"5","100","true","0","300","1","91","51","true","true","true","63","300","336","364","156","144","72","264","0.4573621528475189","0.3215686274509804","0.11041666666666666"
"4","100","true","0","300","1","91","51","true","true","true","70","300","367","333","168","132","64","303","0.44069193956543956","0.31176470588235294","0.11242603550295859"
"4","100","true","0","300","1","91","51","true","true","true","71","300","367","333","168","132","64","303","0.4406919395654398","0.31176470588235294","0.11242603550295859"
"5","100","true","0","300","1","91","51","true","true","true","64","300","336","364","156","144","72","264","0.45736215284751924","0.3215686274509804","0.11041666666666666"
"4","100","true","0","300","1","91","51","true","true","true","72","300","367","333","168","132","64","303","0.44069193956543934","0.31176470588235294","0.11242603550295859"
"4","100","true","0","300","1","91","51","true","true","true","73","300","367","333","168","132","64","303","0.44069193956543967","0.31176470588235294","0.11242603550295859"
"5","100","true","0","300","1","91","51","true","true","true","65","300","336","364","156","144","72","264","0.45736215284751897","0.3215686274509804","0.11041666666666666"
"4","100","true","0","300","1","91","51","true","true","true","74","300","367","333","168","132","64","303","0.44069193956543984","0.31176470588235294","0.11242603550295859"
"4","100","true","0","300","1","91","51","true","true","true","75","300","367","333","168","132","64","303","0.44069193956543995","0.31176470588235294","0.11242603550295859"
"5","100","true","0","300","1","91","51","true","true","true","66","300","336","364","156","144","72","264","0.4573621528475189","0.3215686274509804","0.11041666666666666"
"4","100","true","0","300","1","91","51","true","true","true","76","300","367","333","168","132","64","303","0.44069193956543945","0.31176470588235294","0.11242603550295859"
"5","100","true","0","300","1","91","51","true","true","true","67","300","336","364","156","144","72","264","0.4573621528475193","0.3215686274509804","0.11041666666666666"
"1","100","true","0","300","1","91","51","true","true","true","4","300","344","356","145","155","69","275","0.45095054255650485","0.30490196078431375","0.108"
"4","100","true","0","300","1","91","51","true","true","true","77","300","367","333","168","132","64","303","0.44069193956543967","0.31176470588235294","0.11242603550295859"
"5","100","true","0","300","1","91","51","true","true","true","68","300","336","364","156","144","72","264","0.45736215284751924","0.3215686274509804","0.11041666666666666"
"5","100","true","0","300","1","91","51","true","true","true","69","300","336","364","156","144","72","264","0.457362152847519","0.3215686274509804","0.11041666666666666"
"4","100","true","0","300","1","91","51","true","true","true","78","300","367","333","168","132","64","303","0.44069193956543984","0.31176470588235294","0.11242603550295859"
"4","100","true","0","300","1","91","51","true","true","true","79","300","367","333","168","132","64","303","0.44069193956543967","0.31176470588235294","0.11242603550295859"
"5","100","true","0","300","1","91","51","true","true","true","70","300","336","364","156","144","72","264","0.457362152847519","0.3215686274509804","0.11041666666666666"
"3","100","true","0","300","1","91","51","true","true","true","56","300","338","362","161","139","71","267","0.46204359807602075","0.3156862745098039","0.10759493670886076"
"2","100","true","0","300","1","91","51","true","true","true","32","300","347","353","150","150","60","287","0.43733075777595043","0.2950980392156863","0.09514563106796116"
"4","100","true","0","300","1","91","51","true","true","true","80","300","367","333","168","132","64","303","0.44069193956543945","0.31176470588235294","0.11242603550295859"
"5","100","true","0","300","1","91","51","true","true","true","71","300","336","364","156","144","72","264","0.457362152847519","0.3215686274509804","0.11041666666666666"
"3","100","true","0","300","1","91","51","true","true","true","57","300","338","362","161","139","71","267","0.4620435980760212","0.3156862745098039","0.10759493670886076"
"4","100","true","0","300","1","91","51","true","true","true","81","300","367","333","168","132","64","303","0.44069193956543956","0.31176470588235294","0.11242603550295859"
"2","100","true","0","300","1","91","51","true","true","true","33","300","347","353","150","150","60","287","0.43733075777595015","0.2950980392156863","0.09514563106796116"
"1","100","true","0","300","1","91","51","true","true","true","5","300","344","356","145","155","69","275","0.45095054255650585","0.30490196078431375","0.108"
"3","100","true","0","300","1","91","51","true","true","true","58","300","338","362","161","139","71","267","0.46204359807602086","0.3156862745098039","0.10759493670886076"
"4","100","true","0","300","1","91","51","true","true","true","82","300","367","333","168","132","64","303","0.44069193956543984","0.31176470588235294","0.11242603550295859"
"2","100","true","0","300","1","91","51","true","true","true","34","300","347","353","150","150","60","287","0.4373307577759501","0.2950980392156863","0.09514563106796116"
"2","100","true","0","300","1","91","51","true","true","true","35","300","347","353","150","150","60","287","0.43733075777595004","0.2950980392156863","0.09514563106796116"
"4","100","true","0","300","1","91","51","true","true","true","83","300","367","333","168","132","64","303","0.4406919395654395","0.31176470588235294","0.11242603550295859"
"3","100","true","0","300","1","91","51","true","true","true","59","300","338","362","161","139","71","267","0.46204359807602075","0.3156862745098039","0.10759493670886076"
